Title,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
U.S. News: U.S. Watch,2018568808,Newspapers,," Supreme Court-US
922110"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180327ee3r00021 , DWJNJ000000020180327ee3r00021 , 7510 , PQ_7510_Mar272018______", News," Mar 27, 2018",0099-9660, English, English, A.2," New York, N.Y.","Mar 27, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/2018568808?accountid=14496, A.2," Supreme Court decisions , Citizenship , Voting rights , Federal court decisions , Wilber, Del Quentin , United States--US , Ross, Wilbur L Jr , Kansas",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+U.S.+Watch&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-03-27&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Veteran 'homeless,' in hiding in Mexico",2018584916,Newspapers," Pashman, Manya Brachear
Manya
Manya Brachear Pashman
Pashman
Brachear
Manya Brachear Pashman"," United Methodist Church
813110 , Bureau of Immigration & Customs Enforcement
921130 , Department of State
928120"," Copyright Tribune Interactive, LLC Mar 27, 2018"," 7684 , PQ_7684_Mar272018 , TRIBTRIB2018032720180326334430290 , TRIBTRIB2018032720180326334430290", News," Mar 27, 2018",1085-6706, English, English,," Chicago, Ill.","Mar 27, 2018",Chicago Tribune,2018,https://search.proquest.com/docview/2018584916?accountid=14496, 1," Immigration policy , Deportation , Veterans , Criminal pleas , Cocaine , Criminal sentences , Citizenship , Convictions , Identification documents , Texas , Mexico , Chicago Illinois , Duckworth, Tammy , United States--US , Illinois , Afghanistan , Rauner, Bruce",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Veteran+%27homeless%2C%27+in+hiding+in+Mexico%3A+Local+advocate+says+deported+former+U.S.+soldier+left+%27penniless%27&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2018-03-27&amp;volume=&amp;issue=&amp;spage=1&amp;au=Pashman%2C+Manya+Brachear&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
NEWS BRIEFING,2018585043,Newspapers," Staff
Staff"," Citigroup Inc
551111 , Veterans Affairs Medical Center-Boston MA
621111
622110 , New York Times Co
511110
511120
515112
515120 , Office of Government Ethics
926150 , Congress
921120 , Michigan State University
611310 , Kushner Cos
237210
531210"," Copyright Tribune Interactive, LLC Mar 27, 2018"," 7684 , PQ_7684_Mar272018 , TRIBTRIB2018032720180326334430333 , TRIBTRIB2018032720180326334430333", News," Mar 27, 2018",1085-6706, English, English,," Chicago, Ill.","Mar 27, 2018",Chicago Tribune,2018,https://search.proquest.com/docview/2018585043?accountid=14496, 9," Censuses , Political representation , Citizenship , Presidents , Toxicology , Ethics , Water heaters , Sex crimes , Voting Rights Act , Criminal investigations , Elections , Trump, Donald J , Strampel, William , Krishnamoorthi, Raja , Egypt , Shulkin, David , Morsi, Mohammed , Michigan , Cairo Egypt , Mexico , United States--US , New York , Apol, David J , Kushner, Jared , Illinois , Washington DC , el-Sisi, Abdel-Fattah , Iowa",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=NEWS+BRIEFING&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2018-03-27&amp;volume=&amp;issue=&amp;spage=9&amp;au=Staff&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Canada's Immigration System Leaves Some Employers Wanting; Merit-based approach Trump sees as model for U.S. yields a shortage of farm and other blue-collar labor,2018595862,Newspapers," Sara Schaefer Muñoz
Sara Schaefer Muñoz"," Canadian Federation of Independent Business
813910"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180327000020180327ee3r001e3 , WSJOWSJO20180327000020180327ee3r001e3 , 117310 , PQ_117310_Mar272018______", News," Mar 27, 2018",, English, English, n/a," New York, N.Y.","Mar 27, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/2018595862?accountid=14496, n/a," Economists , Immigration policy , Labor shortages , Food , Workers , Farms , Canadians , Employment , Aliens , Farmworkers , Employers , Trump, Donald J , Prince Edward Island Canada , United States--US , Canada , Schaefer, Sara , North America , Australia , China , Calgary Alberta Canada , Asia , Japan",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Canada%27s+Immigration+System+Leaves+Some+Employers+Wanting%3B+Merit-based+approach+Trump+sees+as+model+for+U.S.+yields+a+shortage+of+farm+and+other+blue-collar+labor&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-03-27&amp;volume=&amp;issue=&amp;spage=&amp;au=Sara+Schaefer+Mu%C3%B1oz&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Battle Lines Are Drawn Over Census Citizenship Question; Democrats sue to block adding the query; Commerce Secretary Wilbur Ross says the question would help enforce Voting Rights Act,2018796944,Newspapers," Adamy, Janet
Janet
Janet Adamy
Adamy
Janet Adamy; Paul Overberg; Laura Meckler , Overberg, Paul
Paul
Paul Overberg
Overberg , Meckler, Laura
Laura
Laura Meckler
Meckler"," Electoral College
921190 , Congress
921120 , Senate
921120 , Bureau of the Census
926110"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180327000020180327ee3r005sd , WSJOWSJO20180327000020180327ee3r005sd , 117310 , PQ_117310_Mar272018______", News," Mar 27, 2018",, English, English, n/a," New York, N.Y.","Mar 27, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/2018796944?accountid=14496, n/a," Attorneys general , Voting Rights Act , Citizenship , Aliens , Litigation , Census of Population , United States--US , New York , Ross, Wilbur L Jr , New Jersey , Becerra, Xavier , California , Schneiderman, Eric",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Battle+Lines+Are+Drawn+Over+Census+Citizenship+Question%3B+Democrats+sue+to+block+adding+the+query%3B+Commerce+Secretary+Wilbur+Ross+says+the+question+would+help+enforce+Voting+Rights+Act&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-03-27&amp;volume=&amp;issue=&amp;spage=&amp;au=Adamy%2C+Janet%3BOverberg%2C+Paul%3BMeckler%2C+Laura&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
California Faces Pushback From Towns on Sanctuary State Law; A handful of jurisdictions are siding with administration in challenging state's adversarial role on immigration,2018842948,Newspapers," Caldwell, Alicia A
Alicia
Alicia A Caldwell
Caldwell
A
Alicia A. Caldwell; Ian Lovett , Lovett, Ian
Ian
Ian Lovett
Lovett"," Bureau of Immigration & Customs Enforcement
921130"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180327000020180327ee3r006mx , WSJOWSJO20180327000020180327ee3r006mx , 117310 , PQ_117310_Mar272018______", News," Mar 27, 2018",, English, English, n/a," New York, N.Y.","Mar 27, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/2018842948?accountid=14496, n/a," Immigration policy , Local elections , Cooperation , State laws , Becerra, Xavier , Northern California , Trump, Donald J , California , Clinton, Hillary Rodham , United States--US , Yorba Linda California , Los Alamitos California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=California+Faces+Pushback+From+Towns+on+Sanctuary+State+Law%3B+A+handful+of+jurisdictions+are+siding+with+administration+in+challenging+state%27s+adversarial+role+on+immigration&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-03-27&amp;volume=&amp;issue=&amp;spage=&amp;au=Caldwell%2C+Alicia+A%3BLovett%2C+Ian&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
At Least 12 States Ready to Sue U.S. Over the Census,2018922464,Newspapers," Wines, Michael
Michael
Michael Wines
Wines
Michael Wines , Baumgaertner, Emily
Emily
Emily Baumgaertner
Baumgaertner
Emily Baumgaertner"," Department of Justice
922130 , Bureau of the Census
926110"," Copyright New York Times Company Mar 28, 2018"," 208639-20180328 , 208639-20180328 , 7818 , PQ_7818_Mar282018______", News," Mar 28, 2018",0362-4331, English, English, A.1," New York, N.Y.","Mar 28, 2018",New York Times,2018,https://search.proquest.com/docview/2018922464?accountid=14496, A.1," Voting Rights Act , States , Citizenship , Constitutional law , Aliens , Litigation , Census of Population , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=At+Least+12+States+Ready+to+Sue+U.S.+Over+the+Census%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Wines%2C+Michael%3BBaumgaertner%2C+Emily&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Temporary Status Ends For Liberians In the U.S.,2018922551,Newspapers," Shear, Michael D
Michael
Michael D Shear
Shear
D
Michael D. Shear"," Twitter Inc
519130 , Congress
921120 , Facebook Inc
518210
519130"," Copyright New York Times Company Mar 28, 2018"," 215740-20180328 , 215740-20180328 , 7818 , PQ_7818_Mar282018______", News," Mar 28, 2018",0362-4331, English, English, A.12," New York, N.Y.","Mar 28, 2018",New York Times,2018,https://search.proquest.com/docview/2018922551?accountid=14496, A.12," Deportation , Presidents , Aliens , Nicaragua , Sudan , Trump, Donald J , United States--US , Emira , Liberia , Minnesota , Clinton, Bill , Haiti , El Salvador",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Temporary+Status+Ends+For+Liberians+In+the+U.S.%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Shear%2C+Michael+D&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Ex-Officer Who Aided Gangster Gets 14 Years,2018922998,Newspapers," Feuer, Alan
Alan
Alan Feuer
Feuer
Alan Feuer"," Interpol
922120 , Twitter Inc
519130"," Copyright New York Times Company Mar 28, 2018"," 216097-20180328 , 216097-20180328 , 7818 , PQ_7818_Mar282018______", News," Mar 28, 2018",0362-4331, English, English, A.18," New York, N.Y.","Mar 28, 2018",New York Times,2018,https://search.proquest.com/docview/2018922998?accountid=14496, A.18," Organized crime , Criminal sentences , Seafoods , Criminal pleas , United States--US , New York , Llakatura, Besnik",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Ex-Officer+Who+Aided+Gangster+Gets+14+Years%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Feuer%2C+Alan&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
PLAN FOR SHELTERS DROPPED AFTER PROTEST,2018924294,Newspapers," Do, Anh
Anh
Anh Do
Do
Anh Do , Carcamo, Cindy
Cindy
Cindy Carcamo
Carcamo
Cindy Carcamo , Serna, Joseph
Joseph
Joseph Serna
Serna
Joseph Serna"," Los Angeles Times
511110 , Disneyland
713110 , Square One
541810"," Copyright Los Angeles Times Mar 28, 2018"," 7683 , PQ_7683_Mar282018 , LATMLATM201803287341 , LATMLATM201803287341", News," Mar 28, 2018",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 28, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/2018924294?accountid=14496, A.1," Photographers , Homeless people , Demonstrations & protests , Cities , Litigation , Costa Mesa California , United States--US , Santa Ana River , Anaheim California , Huntington Beach California , California , Los Angeles California , Rohrabacher, Dana"," ORANGE COUNTY , HOMELESS , RELOCATION OF PEOPLE , SHELTERS , DEMONSTRATIONS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=PLAN+FOR+SHELTERS+DROPPED+AFTER+PROTEST&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Do%2C+Anh%3BCarcamo%2C+Cindy%3BSerna%2C+Joseph&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"State sues to block census change; Trump administration addition of citizenship question will lead to undercount and hurt California, critics say.",2018924386,Newspapers," Halper, Evan
Evan
Evan Halper
Halper
Evan Halper"," Columbia University
611310 , Los Angeles Times
511110 , Electoral College
921190 , Congress
921120 , Public Policy Institute of California
813410 , Stanford University
611310 , Bureau of the Census
926110"," Copyright Los Angeles Times Mar 28, 2018"," 7683 , PQ_7683_Mar282018 , LATMLATM201803287338 , LATMLATM201803287338", News," Mar 28, 2018",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 28, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/2018924386?accountid=14496, A.1," Voting Rights Act , Citizenship , Aliens , Census of Population , Sanders, Sarah Huckabee , Trump, Donald J , Texas , United States--US , Sacramento California , Hasen, Richard L , Ross, Wilbur L Jr , Becerra, Xavier , California , Los Angeles California , Feinstein, Dianne , Holder, Eric H Jr , San Francisco California"," CENSUS (2020) , CITIZENSHIP , CALIFORNIA , SUITS , FINANCES , CONGRESS (U.S.)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=State+sues+to+block+census+change%3B+Trump+administration+addition+of+citizenship+question+will+lead+to+undercount+and+hurt+California%2C+critics+say.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Halper%2C+Evan&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Man charged in mailing of suspicious packages; Rambling notes help link Washington state man to explosives at 11 federal facilities in D.C., authorities say.",2018924676,Newspapers," Livingston, Michael
Michael
Michael Livingston
Livingston
Michael Livingston"," Seattle Times
511110 , National Defense University
611310 , Central Intelligence Agency--CIA
928110
928120 , Naval Surface Warfare Center
541711
928110 , Travis Air Force Base
928110 , Federal Bureau of Investigation--FBI
922120"," Copyright Los Angeles Times Mar 28, 2018"," 7683 , PQ_7683_Mar282018 , LATMLATM201803287326 , LATMLATM201803287326", News," Mar 28, 2018",0458-3035, English, English, A.9," Los Angeles, Calif.","Mar 28, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/2018924676?accountid=14496, A.9," Security management , Law enforcement , Texas , Mattis, James , United States--US , Conditt, Mark Anthony , Washington DC , Washington (state)"," EVERETT (WA) , WASHINGTON DC , EXPLOSIVES , MAIL , GOVERNMENT BUILDINGS , ARRESTS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Man+charged+in+mailing+of+suspicious+packages%3B+Rambling+notes+help+link+Washington+state+man+to+explosives+at+11+federal+facilities+in+D.C.%2C+authorities+say.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Livingston%2C+Michael&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE WORLD; He turned his back on Hollywood; Actor Diego Luna 'felt an urgency' to return to his native Mexico and its many dramas.,2018924737,Newspapers," Linthicum, Kate
Kate
Kate Linthicum
Linthicum
Kate Linthicum"," Los Angeles Times
511110 , Congress
921120 , Netflix Inc
512120
518210
532230 , National Security Agency
928110"," Copyright Los Angeles Times Mar 28, 2018"," 7683 , PQ_7683_Mar282018 , LATMLATM201803287309 , LATMLATM201803287309", News," Mar 28, 2018",0458-3035, English, English, A.3," Los Angeles, Calif.","Mar 28, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/2018924737?accountid=14496, A.3," Local elections , Political activism , Fashion designers , Surveillance , Theater , Documentary films , Actors , Presidential elections , Assassinations & assassination attempts , Motion picture festivals , Mexico , Chavez, Cesar , United States--US , New York , Garcia Bernal, Gael , Los Angeles California , Allen, Woody , Jenkins, Barry"," LUNA, DIEGO , MEXICO , ACTORS , RELOCATION OF PEOPLE , ENTERTAINMENT INDUSTRY , POLITICAL ACTIVISM",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+WORLD%3B+He+turned+his+back+on+Hollywood%3B+Actor+Diego+Luna+%27felt+an+urgency%27+to+return+to+his+native+Mexico+and+its+many+dramas.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Linthicum%2C+Kate&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Anti-'sanctuary' fervor will backfire in O.C.; Bashing SB 54 is myopic politics.,2018924907,Newspapers," Arellano, Gustavo
Gustavo
Gustavo Arellano
Arellano
GUSTAVO ARELLANO"," Republican Party
813940 , Bureau of Immigration & Customs Enforcement
921130 , Alcoholics Anonymous
813319 , Twitter Inc
519130 , GoFundMe
518210"," Copyright Los Angeles Times Mar 28, 2018"," 7683 , PQ_7683_Mar282018 , LATMLATM201803287304 , LATMLATM201803287304", Opinions," Mar 28, 2018",0458-3035, English, English, A.13," Los Angeles, Calif.","Mar 28, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/2018924907?accountid=14496, A.13," Immigration policy , Councils , Alcoholism , Aliens , Mexico , United States--US , Los Alamitos California , Sessions, Jeff , Huntington Beach California , California , Los Angeles California , Central America",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Anti-%27sanctuary%27+fervor+will+backfire+in+O.C.%3B+Bashing+SB+54+is+myopic+politics.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Arellano%2C+Gustavo&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Fla. city settles suit with Justice over sharing immigrants' status,2018931373,Newspapers," Zapotosky, Matt
Zapotosky
Matt
Matt Zapotosky"," Bureau of Immigration & Customs Enforcement
921130"," Copyright WP Company LLC d/b/a The Washington Post Mar 28, 2018"," WPXXWP20180328FlacitysettlessuitwithJusticeoversharingc201c1a4 , WPXXWP20180328FlacitysettlessuitwithJusticeoversharingc201c1a4 , 7653 , PQ_7653_Mar282018______", News," Mar 28, 2018",0190-8286, English, English,," Washington, D.C.","Mar 28, 2018",The Washington Post,2018,https://search.proquest.com/docview/2018931373?accountid=14496, A.3," Immigration policy , Compliance , Law , Information sharing , Employees , Aliens , Chicago Illinois , California , United States--US , San Francisco California , Sessions, Jeff",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Fla.+city+settles+suit+with+Justice+over+sharing+immigrants%27+status&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Zapotosky%2C+Matt&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
What keeps the movement cooking,2018932730,Newspapers," Sontag, Elazar
Sontag
Elazar
Elazar Sontag"," Black Lives Matter
813319"," Copyright WP Company LLC d/b/a The Washington Post Mar 28, 2018"," WPXXWP20180328Whatkeepsthemovementcooking964ec51a , WPXXWP20180328Whatkeepsthemovementcooking964ec51a , 7653 , PQ_7653_Mar282018______", News," Mar 28, 2018",0190-8286, English, English,," Washington, D.C.","Mar 28, 2018",The Washington Post,2018,https://search.proquest.com/docview/2018932730?accountid=14496, E.1," Meals , Recipes , Cooking , New York",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=What+keeps+the+movement+cooking&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=E.1&amp;au=Sontag%2C+Elazar&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Census challenges build over citizenship question,2018932868,Newspapers," Kim, Seung Min
Kim
Min
Seung
Seung Min Kim , Bahrampour, Tara
Bahrampour
Tara
Tara Bahrampour"," Republican Party
813940 , Congress
921120 , Bureau of the Census
926110"," Copyright WP Company LLC d/b/a The Washington Post Mar 28, 2018"," WPXXWP20180328Censuschallengesbuildovercitizenshipques243097d2 , WPXXWP20180328Censuschallengesbuildovercitizenshipques243097d2 , 7653 , PQ_7653_Mar282018______", News," Mar 28, 2018",0190-8286, English, English,," Washington, D.C.","Mar 28, 2018",The Washington Post,2018,https://search.proquest.com/docview/2018932868?accountid=14496, A.1," Voting Rights Act , Citizenship , Election results , Aliens , Litigation , Census of Population , Response rates , Congressional committees , Immigration , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Census+challenges+build+over+citizenship+question&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Kim%2C+Seung+Min%3BBahrampour%2C+Tara&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump privately suggests military could pay for wall,2018934252,Newspapers," Dawsey, Josh
Dawsey
Josh
Josh Dawsey , DeBonis, Mike
DeBonis
Mike
Mike DeBonis"," Department of Defense
928110 , Department of Homeland Security
922120"," Copyright WP Company LLC d/b/a The Washington Post Mar 28, 2018"," WPXXWP20180328Trumpprivatelysuggestsmilitarycouldpayfod79907a2 , WPXXWP20180328Trumpprivatelysuggestsmilitarycouldpayfod79907a2 , 7653 , PQ_7653_Mar282018______", News," Mar 28, 2018",0190-8286, English, English,," Washington, D.C.","Mar 28, 2018",The Washington Post,2018,https://search.proquest.com/docview/2018934252?accountid=14496, A.1," Federal budget , Bills , Presidents , Defense , Armed forces , National security , Defense spending , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+privately+suggests+military+could+pay+for+wall&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Dawsey%2C+Josh%3BDeBonis%2C+Mike&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A census question we don't need,2018944963,Newspapers,," Congress
921120 , Bureau of the Census
926110"," Copyright WP Company LLC d/b/a The Washington Post Mar 28, 2018"," WPXXWP20180328Acensusquestionwedontneed4a218350 , WPXXWP20180328Acensusquestionwedontneed4a218350 , 7653 , PQ_7653_Mar282018______", Editorial," Mar 28, 2018",0190-8286, English, English,," Washington, D.C.","Mar 28, 2018",The Washington Post,2018,https://search.proquest.com/docview/2018944963?accountid=14496, A.22," Citizenship , Politics , Aliens , Census of Population , Response rates , Editorials , Immigration , Trump, Donald J , United States--US , Ross, Wilbur L Jr",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=A+census+question+we+don%27t+need&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-03-28&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
