Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
BUSINESS BEAT; Kushner's sister puts EB-5 visas in spotlight,,1896213981,Newspapers," Masunaga, Samantha
Samantha
Samantha Masunaga
Masunaga
Samantha Masunaga"," Brookings Institution
541711
541720 , Rockefeller Foundation
813211 , Kushner Cos
237210
531210 , US Citizenship & Immigration Services
928120"," Copyright Los Angeles Times May 9, 2017"," 7683 , PQ_7683_May92017 , LATMLATM2017050911182 , LATMLATM2017050911182", News," May 9, 2017",0458-3035, English, English, C.2," Los Angeles, Calif.","May 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1896213981?accountid=14496,, C.2," Entrepreneurial finance , Passports & visas , Immigration , Fraud , China , Los Angeles California , United States--US , Southern California"," KUSHNER, JARED , BROTHERS AND SISTERS , CHINA , INVESTORS , VISAS , IMMIGRANTS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=BUSINESS+BEAT%3B+Kushner%27s+sister+puts+EB-5+visas+in+spotlight&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=C.2&amp;au=Masunaga%2C+Samantha&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"HIGHER LEARNING; An ear and a voice for his peers; As USC student body president, Edwin Saucedo leads by drawing on his roots.",,1896213988,Newspapers," Xia, Rosanna
Xia
Rosanna
ROSANNA XIA",," Copyright Los Angeles Times May 9, 2017"," 7683 , PQ_7683_May92017 , LATMLATM2017050911195 , LATMLATM2017050911195", News," May 9, 2017",0458-3035, English, English, B.2," Los Angeles, Calif.","May 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1896213988?accountid=14496,, B.2," Parents & parenting , Presidents , Students , Secondary schools , Leadership , Peers , Education , Learning , Low income groups , China , Mexico , Parks, Bernard C , United States--US"," UNIVERSITY OF SOUTHERN CALIFORNIA , STUDENT GOVERNMENT , COLLEGE STUDENTS , IMMIGRANTS , CIVIL JUSTICE",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=HIGHER+LEARNING%3B+An+ear+and+a+voice+for+his+peers%3B+As+USC+student+body+president%2C+Edwin+Saucedo+leads+by+drawing+on+his+roots.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Xia%2C+Rosanna&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"The French are smarter; In fairness, the whole world has been forearmed by what happened in the U.S.",,1896214126,Newspapers," Boot, Max
Boot
Max
Max Boot"," Associated Press
519110 , House of Representatives
921120"," Copyright Los Angeles Times May 9, 2017"," 7683 , PQ_7683_May92017 , LATMLATM2017050911173 , LATMLATM2017050911173", Opinions," May 9, 2017",0458-3035, English, English, A.11," Los Angeles, Calif.","May 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1896214126?accountid=14496,, A.11," International relations , Extremism , Nazi era , Presidential elections , Candidates , Endorsements , United States--US , Vichy France , Iraq , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=The+French+are+smarter%3B+In+fairness%2C+the+whole+world+has+been+forearmed+by+what+happened+in+the+U.S.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Boot%2C+Max&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
BACK STORY; 5 meaningful takeaways from the French election; The main reasons Emmanuel Macron won -- and populism lost,,1896214258,Newspapers," King, Laura
King
Laura
Laura King",," Copyright Los Angeles Times May 9, 2017"," 7683 , PQ_7683_May92017 , LATMLATM2017050911188 , LATMLATM2017050911188", News," May 9, 2017",0458-3035, English, English, A.2," Los Angeles, Calif.","May 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1896214258?accountid=14496,, A.2," Politics , Political campaigns , Presidential elections , Candidates , Populism , Immigration , Napoleon I, Emperor of the French (Napoleon Bonaparte) (1769-1821) , Trump, Donald J , Hungary , Netherlands , United States--US , Fillon, Francois , Germany , United Kingdom--UK , Merkel, Angela , Hollande, Francois , Poland , Austria , France , Europe"," MACRON, EMMANUEL , FRANCE , HEADS OF STATE , RUNOFF ELECTIONS , POPULISM",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=BACK+STORY%3B+5+meaningful+takeaways+from+the+French+election%3B+The+main+reasons+Emmanuel+Macron+won+--+and+populism+lost&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=King%2C+Laura&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE NATION; Texas goes on offense over ban; State files a lawsuit against officials who plan to keep operating as 'sanctuary cities.',,1896214394,Newspapers," Jarvie, Jenny
Jarvie
Jenny
Jenny Jarvie",," Copyright Los Angeles Times May 9, 2017"," 7683 , PQ_7683_May92017 , LATMLATM2017050911197 , LATMLATM2017050911197", News," May 9, 2017",0458-3035, English, English, A.5," Los Angeles, Calif.","May 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1896214394?accountid=14496,, A.5," Immigration policy , Hispanic Americans , Bans , Law enforcement , Public safety , Racial profiling , Aliens , Cities , Texas , United States--US"," TEXAS , LAW , LOCAL GOVERNMENT , SANCTUARY , IMMIGRANTS , SUITS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+Texas+goes+on+offense+over+ban%3B+State+files+a+lawsuit+against+officials+who+plan+to+keep+operating+as+%27sanctuary+cities.%27&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Jarvie%2C+Jenny&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Immigrant in dropped rape case appears in court,,1896215619,Newspapers," Morse, Dan
Morse
Dan
Dan Morse",," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509Immigrantindroppedrapecaseappearsincourtdc80bda0 , WPXXWP20170509Immigrantindroppedrapecaseappearsincourtdc80bda0 , 7653 , PQ_7653_May92017", News," May 9, 2017",0190-8286, English, English, B.4," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896215619?accountid=14496,, B.4," Immigration policy , Attorneys , Secondary schools , Rape , Child pornography , Maryland , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Immigrant+in+dropped+rape+case+appears+in+court&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Morse%2C+Dan&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
France proves resistant to wave of populism,,1896215622,Newspapers," McAuley, James
McAuley
James
James McAuley"," Boston University
611310 , European Union
926110
928120"," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509Franceprovesresistanttowaveofpopulism061b5930 , WPXXWP20170509Franceprovesresistanttowaveofpopulism061b5930 , 7653 , PQ_7653_May92017", News," May 9, 2017",0190-8286, English, English, A.8," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896215622?accountid=14496,, A.8," Holocaust , Presidential elections , Candidates , Neoliberalism , Populism , Aliens , Immigration , Trump, Donald J , United States--US , France , United Kingdom--UK", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=France+proves+resistant+to+wave+of+populism&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=McAuley%2C+James&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Yates: I expected action on Flynn,,1896216029,Newspapers," Devlin, Barrett
Barrett
Barrett Devlin
Devlin
Devlin Barrett , Horwitz, Sari
Sari
Sari Horwitz
Horwitz
Sari Horwitz"," Federal Bureau of Investigation--FBI
922120 , Democratic Party
813940"," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509YatesIexpectedactiononFlynnade2ca2c , WPXXWP20170509YatesIexpectedactiononFlynnade2ca2c , 7653 , PQ_7653_May92017", News," May 9, 2017",0190-8286, English, English, A.1," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896216029?accountid=14496,, A.1," Testimony , Hearings & confirmations , Attorneys general , National security , Classified information , Kislyak, Sergey , Russia , United States--US , Cornyn, John , Trump, Donald J", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Yates%3A+I+expected+action+on+Flynn&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Devlin%2C+Barrett%3BHorwitz%2C+Sari&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A chance to end EB-5 visas,,1896216120,Newspapers,," Bipartisan Policy Center
541720 , Congress
921120"," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509AchancetoendEB5visas1d9f8178 , WPXXWP20170509AchancetoendEB5visas1d9f8178 , 7653 , PQ_7653_May92017", Editorial," May 9, 2017",0190-8286, English, English, A.16," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896216120?accountid=14496,, A.16," Bills , Immigration , China , Grassley, Charles E , Feinstein, Dianne , United States--US , Iowa", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=A+chance+to+end+EB-5+visas&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Appellate Judges Review Travel Ban,"  Judge Wynn said that even after courts blocked Mr. Trump's first order on travel restrictions from January and he implemented newer ones that were less far-reaching, ""there was sort of a wink and nod"" that he was fulfilling his campaign promise on banning Muslim entry to the U.S. Jeffrey Wall, a lawyer for the Justice Department who defended the administration's travel restrictions, said the appeals court should focus on the text of the executive order, as well as what he described as the White House's legitimate concerns about terrorism, not on what Mr. Trump has said before and after taking office.",1896218282,Newspapers," Kendall, Brent
Kendall
Brent
Brent Kendall , Kendall, Brent
Kendall
Brent
Brent Kendall"," US Court of Appeals-Fourth Circuit
922110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322246035 , 111562282 , 7510 , WSJ , DWJNJ000000020170509ed590001y", News," May 9, 2017",0099-9660, English, English, A.2," New York, N.Y.","May 9, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1896218282?accountid=14496,, A.2," Muslims , Travel , Court hearings & proceedings , Executive orders , Immigration policy , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Appellate+Judges+Review+Travel+Ban&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Kendall%2C+Brent&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Release of suspect was error, Montgomery says",,1896218778,Newspapers," Morse, Dan
Morse
Dan
Dan Morse",," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509ReleaseofsuspectwaserrorMontgomerysays9456de04 , WPXXWP20170509ReleaseofsuspectwaserrorMontgomerysays9456de04 , 7653 , PQ_7653_May92017", News," May 9, 2017",0190-8286, English, English, B.5," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896218778?accountid=14496,, B.5," Immigration policy , Arrests , Public safety , Secondary schools , Border patrol , Maryland , Texas", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Release+of+suspect+was+error%2C+Montgomery+says&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Morse%2C+Dan&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Ex-suspect in Chandra Levy slaying is deported,,1896219530,Newspapers," Sacchetti, Maria
Sacchetti
Maria
Maria Sacchetti , Alexander, Keith L
Alexander
L
Keith
Keith L Alexander"," Bureau of Immigration & Customs Enforcement
921130 , Bureau of Prisons
922140"," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509ExsuspectinChandraLevyslayingisdeportede4753b1c , WPXXWP20170509ExsuspectinChandraLevyslayingisdeportede4753b1c , 7653 , PQ_7653_May92017", News," May 9, 2017",0190-8286, English, English, B.5," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896219530?accountid=14496,, B.5," Immigration policy , Criminal sentences , Testimony , Assaults , Murders & murder attempts , Missing persons , Trials , Rock Creek Park , United States--US , El Salvador", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Ex-suspect+in+Chandra+Levy+slaying+is+deported&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Sacchetti%2C+Maria%3BAlexander%2C+Keith+L&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Letter highlights battle for credibility in the national immigration debate,,1896219731,Newspapers," Sacchetti, Maria
Maria
Maria Sacchetti
Sacchetti
Maria Sacchetti"," Board of Immigration Appeals
928120 , American Immigration Lawyers Association
813940 , Reform Institute
813319 , US Citizenship & Immigration Services
928120"," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509Letterhighlightsbattleforcredibilityinthc266ca96 , WPXXWP20170509Letterhighlightsbattleforcredibilityinthc266ca96 , 7653 , PQ_7653_May92017", News," May 9, 2017",0190-8286, English, English, A.5," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896219731?accountid=14496,, A.5," Immigration policy , Complaints , Attorneys , Aliens , Advocacy", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Letter+highlights+battle+for+credibility+in+the+national+immigration+debate&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Sacchetti%2C+Maria&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Would Sinclair try to shape Tribune TV stations to its conservative mold?,,1896221791,Newspapers," Farhi, Paul
Farhi
Paul
Paul Farhi"," Sinclair Broadcast Group Inc
515120"," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509WouldSinclairtrytoshapeTribuneTVstations92433126 , WPXXWP20170509WouldSinclairtrytoshapeTribuneTVstations92433126 , 7653 , PQ_7653_May92017", General Information," May 9, 2017",0190-8286, English, English, C.1," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896221791?accountid=14496,, C.1," Television stations , Presidential elections , Candidates , Baltimore Maryland , Benghazi Libya , Chicago Illinois , Los Angeles California , United States--US , Kerry, John F , Obama, Barack", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Would+Sinclair+try+to+shape+Tribune+TV+stations+to+its+conservative+mold%3F&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Farhi%2C+Paul&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Judges in travel ban appeal ask about Trump campaign rhetoric,,1896222153,Newspapers," Marimow, Ann E
Ann
Ann E Marimow
Marimow
E
Ann E Marimow , Barnes, Robert
Robert
Robert Barnes
Barnes
Robert Barnes"," Democratic Party
813940"," (Copyright The Washington Post Company, May 9, 2017)"," WPXXWP20170509JudgesintravelbanappealaskaboutTrumpcampc4c6f968 , WPXXWP20170509JudgesintravelbanappealaskaboutTrumpcampc4c6f968 , 7653 , PQ_7653_May92017", News," May 9, 2017",0190-8286, English, English, A.5," Washington, D.C.","May 9, 2017",The Washington Post,2017,https://search.proquest.com/docview/1896222153?accountid=14496,, A.5," National security , Foreign residents , Muslims , Supreme Court decisions , Presidents , Court hearings & proceedings , Religion , Executive orders , Federal court decisions , Sudan , Somalia , United States--US , Libya , Iran , Maryland , Hawaii , Yemen , Syria , Harris, Pamela", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Judges+in+travel+ban+appeal+ask+about+Trump+campaign+rhetoric&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Marimow%2C+Ann+E%3BBarnes%2C+Robert&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
