Title,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
"Bill de Blasio Vows To Champion Working New Yorkers; Vermont Sen. Bernie Sanders swore the mayor in to a second term, promoting their shared promises to fight income inequality",1982913022,Newspapers," Brody, Leslie
Leslie
Leslie Brody
Brody
Leslie Brody",," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180101000020180101ee11001xh , WSJOWSJO20180101000020180101ee11001xh , 117310 , PQ_117310_Jan12018______", News," Jan 1, 2018",, English, English, n/a," New York, N.Y.","Jan 1, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/1982913022?accountid=14496, n/a," Mayors , Affordable housing , Income inequality",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Bill+de+Blasio+Vows+To+Champion+Working+New+Yorkers%3B+Vermont+Sen.+Bernie+Sanders+swore+the+mayor+in+to+a+second+term%2C+promoting+their+shared+promises+to+fight+income+inequality&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Brody%2C+Leslie&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
About That Trump 'Autocracy'; Remember all those progressive predictions of looming fascism?,1982913080,Newspapers," The Editorial Board
The Editorial Board"," Republican Party
813940 , Democratic Party
813940"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180101000020180101ee11001ry , WSJOWSJO20180101000020180101ee11001ry , 117310 , PQ_117310_Jan12018______"," Opinions , Editorial"," Jan 1, 2018",, English, English, n/a," New York, N.Y.","Jan 1, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/1982913080?accountid=14496, n/a," Nominations , Authoritarianism , Attorneys general , Democracy , Politics , Autocracy , Elections , Judges & magistrates , Editorials , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=About+That+Trump+%27Autocracy%27%3B+Remember+all+those+progressive+predictions+of+looming+fascism%3F&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=The+Editorial+Board&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
What's News: World-Wide,1983162599,Newspapers,,," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180102000020180102ee12000dy , WSJOWSJO20180102000020180102ee12000dy , 117310 , PQ_117310_Jan22018______", News," Jan 2, 2018",, English, English, n/a," New York, N.Y.","Jan 2, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/1983162599?accountid=14496, n/a," Veterans , Nuclear weapons",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=What%27s+News%3A+World-Wide&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
A path to a productive 2018,1983170502,Newspapers,," Republican Party
813940 , Democratic Party
813940"," Copyright WP Company LLC d/b/a The Washington Post Jan 2, 2018"," WPXXWP20180102Apathtoaproductive2018ce3a06cc , WPXXWP20180102Apathtoaproductive2018ce3a06cc , 7653 , PQ_7653_Jan22018______", Editorial," Jan 2, 2018",0190-8286, English, English,," Washington, D.C.","Jan 2, 2018",The Washington Post,2018,https://search.proquest.com/docview/1983170502?accountid=14496, A.12," Bills , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=A+path+to+a+productive+2018&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Packed agenda awaits on Hill,1983170707,Newspapers," Stein, Jeff
Stein
Jeff
Jeff Stein"," Republican Party
813940 , Democratic Party
813940"," Copyright WP Company LLC d/b/a The Washington Post Jan 2, 2018"," WPXXWP20180102PackedagendaawaitsonHill7cb5da3a , WPXXWP20180102PackedagendaawaitsonHill7cb5da3a , 7653 , PQ_7653_Jan22018______", News," Jan 2, 2018",0190-8286, English, English,," Washington, D.C.","Jan 2, 2018",The Washington Post,2018,https://search.proquest.com/docview/1983170707?accountid=14496, A.1," Patient Protection & Affordable Care Act 2010-US , Deportation , Health insurance , Bills , Leadership , Funding , Aliens , Legislators , Immigration , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Packed+agenda+awaits+on+Hill&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Stein%2C+Jeff&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The perils of a cashless society,1983188263,Newspapers," Kendall, Mikki
Mikki
Mikki Kendall
Kendall
Mikki Kendall",," Copyright Los Angeles Times Jan 2, 2018"," 7683 , PQ_7683_Jan22018 , LATMLATM2018010288 , LATMLATM2018010288", Opinions," Jan 2, 2018",0458-3035, English, English, A.11," Los Angeles, Calif.","Jan 2, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/1983188263?accountid=14496, A.11," Responsible persons , Low income groups , Consumers , Fees & charges",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=The+perils+of+a+cashless+society&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Kendall%2C+Mikki&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"GOP agenda will be uphill climb; With a slimmer majority, Republicans prepare to take on crucial, long-stalled priorities in 2018.",1983188266,Newspapers," Mascaro, Lisa
Lisa
Lisa Mascaro
Mascaro
Lisa Mascaro",," Copyright Los Angeles Times Jan 2, 2018"," 7683 , PQ_7683_Jan22018 , LATMLATM20180102118 , LATMLATM20180102118", News," Jan 2, 2018",0458-3035, English, English, A.1," Los Angeles, Calif.","Jan 2, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/1983188266?accountid=14496, A.1," Deportation , Infrastructure , Leadership , Funding , Tax cuts , Immigration , Public prosecutors , Foreign policy"," UNITED STATES , CONGRESS (U.S.) , LEGISLATION , POLITICS , REPUBLICAN PARTY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=GOP+agenda+will+be+uphill+climb%3B+With+a+slimmer+majority%2C+Republicans+prepare+to+take+on+crucial%2C+long-stalled+priorities+in+2018.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Mascaro%2C+Lisa&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Reports of deportation threats by bosses rise; Immigrant advocates say state employers feel emboldened to intimidate workers by political climate.,1983188612,Newspapers," Khouri, Andrew
Andrew
Andrew Khouri
Khouri
Andrew Khouri",," Copyright Los Angeles Times Jan 2, 2018"," 7683 , PQ_7683_Jan22018 , LATMLATM2018010297 , LATMLATM2018010297", News," Jan 2, 2018",0458-3035, English, English, C.1," Los Angeles, Calif.","Jan 2, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/1983188612?accountid=14496, C.1," Immigration policy , Convictions , Law , Employees , Workers , Aliens , Employers"," CALIFORNIA , EMPLOYERS , EMPLOYEES , THREATS , IMMIGRANTS , DEPORTATION",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Reports+of+deportation+threats+by+bosses+rise%3B+Immigrant+advocates+say+state+employers+feel+emboldened+to+intimidate+workers+by+political+climate.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Khouri%2C+Andrew&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
World-Wide,1983203859,Newspapers,,," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180102ee1200021 , DWJNJ000000020180102ee1200021 , 7510 , PQ_7510_Jan22018______", News," Jan 2, 2018",0099-9660, English, English, A.1," New York, N.Y.","Jan 2, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/1983203859?accountid=14496, A.1," Veterans , Nuclear weapons",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: New Year Brings New Laws Across U.S.,1983204166,Newspapers," Jacob Gershman; Rebecca Davis O'Brien
Jacob Gershman; Rebecca Davis O'Brien",," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180102ee120001b , DWJNJ000000020180102ee120001b , 7510 , PQ_7510_Jan22018______", News," Jan 2, 2018",0099-9660, English, English, A.2," New York, N.Y.","Jan 2, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/1983204166?accountid=14496, A.2," Firearm laws & regulations , State laws , Immigration , Employee benefits , Marijuana , Freedom of speech",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+New+Year+Brings+New+Laws+Across+U.S.&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Jacob+Gershman%3B+Rebecca+Davis+O%27Brien&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Military Dilemma: Signed Up to Serve but Unwelcome,1983204185,Newspapers," Youssef, Nancy A
Nancy
Nancy A Youssef
Youssef
A
Nancy A. Youssef",," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180102ee1200015 , DWJNJ000000020180102ee1200015 , 7510 , PQ_7510_Jan22018______", News," Jan 2, 2018",0099-9660, English, English, A.3," New York, N.Y.","Jan 2, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/1983204185?accountid=14496, A.3," Citizenship , Personnel policies , Armed forces , Transgender persons , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Military+Dilemma%3A+Signed+Up+to+Serve+but+Unwelcome&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Youssef%2C+Nancy+A&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News --- CAPITAL JOURNAL: California Poses a Problem for GOP in 2018,1983204259,Newspapers," Seib, Gerald F
Gerald
Gerald F Seib
Seib
F
Gerald F. Seib"," Republican Party
813940 , Democratic Party
813940"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180102ee1200019 , DWJNJ000000020180102ee1200019 , 7510 , PQ_7510_Jan22018______"," Opinions , Commentary"," Jan 2, 2018",0099-9660, English, English, A.4," New York, N.Y.","Jan 2, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/1983204259?accountid=14496, A.4," Immigration policy , Local elections , Professional basketball , Congressional elections , Aliens , Political parties",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News+---+CAPITAL+JOURNAL%3A+California+Poses+a+Problem+for+GOP+in+2018&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Seib%2C+Gerald+F&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
About That Trump 'Autocracy',1983204305,Newspapers,,," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180102ee1200008 , DWJNJ000000020180102ee1200008 , 7510 , PQ_7510_Jan22018______"," Opinions , Editorial"," Jan 2, 2018",0099-9660, English, English, A.14," New York, N.Y.","Jan 2, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/1983204305?accountid=14496, A.14," Authoritarianism , Democracy , Editorials , Executive orders , Political power , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=About+That+Trump+%27Autocracy%27&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Mayor Vows to Champion Working New Yorkers,1983204328,Newspapers," Brody, Leslie
Leslie
Leslie Brody
Brody
Leslie Brody",," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180102ee120001v , DWJNJ000000020180102ee120001v , 7510 , PQ_7510_Jan22018______", News," Jan 2, 2018",0099-9660, English, English, n/a," New York, N.Y.","Jan 2, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/1983204328?accountid=14496, n/a, Mayors,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Mayor+Vows+to+Champion+Working+New+Yorkers&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=&amp;au=Brody%2C+Leslie&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Pace of city immigration court slows to a crawl,1983221523,Newspapers," Coen, Jeff
Jeff
Jeff Coen
Coen
Jeff Coen",," Copyright Tribune Interactive, LLC Jan 2, 2018"," 7684 , PQ_7684_Jan22018 , TRIBTRIB2018010220180101322830421 , TRIBTRIB2018010220180101322830421", News," Jan 2, 2018",1085-6706, English, English,," Chicago, Ill.","Jan 2, 2018",Chicago Tribune,2018,https://search.proquest.com/docview/1983221523?accountid=14496, 1," Immigration policy , Court hearings & proceedings , Attorneys , Judges & magistrates , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Pace+of+city+immigration+court+slows+to+a+crawl&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=1&amp;au=Coen%2C+Jeff&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"A Trump-Era Military Dilemma: Enlisted, but Unwelcome; Foreign born and transgender service members face uncertainties",1983412935,Newspapers," Youssef, Nancy A
Nancy
Nancy A Youssef
Youssef
A
Nancy A. Youssef",," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180102000020180101ee11000e7 , WSJOWSJO20180102000020180101ee11000e7 , 117310 , PQ_117310_Jan22018______", News," Jan 2, 2018",, English, English, n/a," New York, N.Y.","Jan 2, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/1983412935?accountid=14496, n/a," Citizenship , Personnel policies , Armed forces , Transgender persons , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=A+Trump-Era+Military+Dilemma%3A+Enlisted%2C+but+Unwelcome%3B+Foreign+born+and+transgender+service+members+face+uncertainties&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-01-02&amp;volume=&amp;issue=&amp;spage=&amp;au=Youssef%2C+Nancy+A&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Trump assails former Clinton aide on emails,1983518967,Newspapers," Nakamura, David
Nakamura
David
David Nakamura , Zapotosky, Matt
Zapotosky
Matt
Matt Zapotosky",," Copyright WP Company LLC d/b/a The Washington Post Jan 3, 2018"," WPXXWP20180103TrumpassailsformerClintonaideonemails65d6b2f6 , WPXXWP20180103TrumpassailsformerClintonaideonemails65d6b2f6 , 7653 , PQ_7653_Jan32018______", News," Jan 3, 2018",0190-8286, English, English,," Washington, D.C.","Jan 3, 2018",The Washington Post,2018,https://search.proquest.com/docview/1983518967?accountid=14496, A.16," Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+assails+former+Clinton+aide+on+emails&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-01-03&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Nakamura%2C+David%3BZapotosky%2C+Matt&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump's 'dreamers' stance veils deal chance,1983519255,Newspapers," Costa, Robert
Costa
Robert
Robert Costa , Nakamura, David
Nakamura
David
David Nakamura , Parker, Ashley
Parker
Ashley
Ashley Parker"," Republican Party
813940 , Democratic Party
813940"," Copyright WP Company LLC d/b/a The Washington Post Jan 3, 2018"," WPXXWP20180103Trumpsdreamersstanceveilsdealchance45a47e20 , WPXXWP20180103Trumpsdreamersstanceveilsdealchance45a47e20 , 7653 , PQ_7653_Jan32018______", News," Jan 3, 2018",0190-8286, English, English,," Washington, D.C.","Jan 3, 2018",The Washington Post,2018,https://search.proquest.com/docview/1983519255?accountid=14496, A.1," Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump%27s+%27dreamers%27+stance+veils+deal+chance&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-01-03&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Costa%2C+Robert%3BNakamura%2C+David%3BParker%2C+Ashley&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The wrong question to ask,1983519519,Newspapers,," Republican Party
813940"," Copyright WP Company LLC d/b/a The Washington Post Jan 3, 2018"," WPXXWP20180103Thewrongquestiontoask1e4c43d2 , WPXXWP20180103Thewrongquestiontoask1e4c43d2 , 7653 , PQ_7653_Jan32018______", Editorial," Jan 3, 2018",0190-8286, English, English,," Washington, D.C.","Jan 3, 2018",The Washington Post,2018,https://search.proquest.com/docview/1983519519?accountid=14496, A.14," Citizenship , Census of Population",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=The+wrong+question+to+ask&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-01-03&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump's true priorities revealed in these 10 actions taken during the holidays,1983521158,Newspapers," Hohmann, James
Hohmann
James
James Hohmann",," Copyright WP Company LLC d/b/a The Washington Post Jan 3, 2018"," WPXXWP20180103Trumpstrueprioritiesrevealedinthese10act06e22976 , WPXXWP20180103Trumpstrueprioritiesrevealedinthese10act06e22976 , 7653 , PQ_7653_Jan32018______", News," Jan 3, 2018",0190-8286, English, English,," Washington, D.C.","Jan 3, 2018",The Washington Post,2018,https://search.proquest.com/docview/1983521158?accountid=14496, A.13," Petroleum production , Voting rights , Politics , Enforcement , Tax cuts , Nursing homes , Regulatory agencies , Hydraulic fracturing , Citizenship , Federal employees , Presidents , Political appointments , New year , Acquired immune deficiency syndrome--AIDS , Mining , Infrastructure , Census of Population , Bird migration , Christmas , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump%27s+true+priorities+revealed+in+these+10+actions+taken+during+the+holidays&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-01-03&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Hohmann%2C+James&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Immigration goal of reuniting families now demonized as 'chain migration',1983521173,Newspapers," Miroff, Nick
Miroff
Nick
Nick Miroff"," Democratic Party
813940"," Copyright WP Company LLC d/b/a The Washington Post Jan 3, 2018"," WPXXWP20180103Immigrationgoalofreunitingfamiliesnowdemdd30e034 , WPXXWP20180103Immigrationgoalofreunitingfamiliesnowdemdd30e034 , 7653 , PQ_7653_Jan32018______", News," Jan 3, 2018",0190-8286, English, English,," Washington, D.C.","Jan 3, 2018",The Washington Post,2018,https://search.proquest.com/docview/1983521173?accountid=14496, A.4," Immigration policy , Citizenship , Legislation , National security , Migration , Aliens , Society , Identification documents , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Immigration+goal+of+reuniting+families+now+demonized+as+%27chain+migration%27&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-01-03&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Miroff%2C+Nick&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump's Irish course lost about $2.3 million in 2016,1983521423,Newspapers," Fahrenthold, David A
Fahrenthold
A
David
David A Fahrenthold",," Copyright WP Company LLC d/b/a The Washington Post Jan 3, 2018"," WPXXWP20180103TrumpsIrishcourselostabout2b410a14c , WPXXWP20180103TrumpsIrishcourselostabout2b410a14c , 7653 , PQ_7653_Jan32018______", News," Jan 3, 2018",0190-8286, English, English,," Washington, D.C.","Jan 3, 2018",The Washington Post,2018,https://search.proquest.com/docview/1983521423?accountid=14496, A.2," Golf equipment , Presidents , Country clubs , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump%27s+Irish+course+lost+about+%242.3+million+in+2016&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-01-03&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Fahrenthold%2C+David+A&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
