Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
"TRUMP ENDS 'DREAMERS' PROGRAM; 'DREAMERS' CRUSHED; Trump to phase out protections for 800,000 young immigrants; President speaks of 'love for these people' and, with little guidance, gives Congress a deadline to help them.",,1935659605,Newspapers," Bennett, Brian
Bennett
Brian
Brian Bennett , Tanfani, Joseph
Tanfani
Joseph
Joseph Tanfani"," Congress
921120"," Copyright Los Angeles Times Sep 6, 2017"," 7683 , PQ_7683_Sep62017 , LATMLATM2017090621100 , LATMLATM2017090621100", News," Sep 6, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Sep 6, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1935659605?accountid=14496, A.1," Immigration policy , Presidents , Deportation , National security , Employment , Aliens , Legislators , Political parties , Federal legislation"," Infographic , TRUMP, DONALD J , DEFERRED ACTION FOR CHILDHOOD ARRIVALS (GOVERNMENT PROGRAM) , IMMIGRANTS , DEPORTATION , CONGRESS (U.S.) , REPUBLICAN PARTY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=TRUMP+ENDS+%27DREAMERS%27+PROGRAM%3B+%27DREAMERS%27+CRUSHED%3B+Trump+to+phase+out+protections+for+800%2C000+young+immigrants%3B+President+speaks+of+%27love+for+these+people%27+and%2C+with+little+guidance%2C+gives+Congress+a+deadline+to+help+them.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Bennett%2C+Brian%3BTanfani%2C+Joseph&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"TRUMP ENDS 'DREAMERS' PROGRAM; After Harvey, another crisis; Houston mom barely has time to worry about her status as she cleans up from floods.",,1935659632,Newspapers," Hennessy-Fiske, Molly
Hennessy-Fiske
Molly
Molly Hennessy-Fiske",," Copyright Los Angeles Times Sep 6, 2017"," 7683 , PQ_7683_Sep62017 , LATMLATM2017090621092 , LATMLATM2017090621092", News," Sep 6, 2017",0458-3035, English, English, A.7," Los Angeles, Calif.","Sep 6, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1935659632?accountid=14496, A.7," Immigration policy , Foster care , Worry , State laws , Texas , Mexico , United States--US , Obama, Barack"," HOUSTON (TX) , HARVEY (HURRICANE) , FLOODS , DISASTER VICTIMS , DEFERRED ACTION FOR CHILDHOOD ARRIVALS (GOVERNMENT PROGRAM) , IMMIGRANTS , DEPORTATION",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=TRUMP+ENDS+%27DREAMERS%27+PROGRAM%3B+After+Harvey%2C+another+crisis%3B+Houston+mom+barely+has+time+to+worry+about+her+status+as+she+cleans+up+from+floods.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Hennessy-Fiske%2C+Molly&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
TRUMP ENDS 'DREAMERS' PROGRAM; ANALYSIS; Republican Party's future is at stake too,,1935659646,Newspapers," Decker, Cathleen
Decker
Cathleen
Cathleen Decker"," Republican Party
813940"," Copyright Los Angeles Times Sep 6, 2017"," 7683 , PQ_7683_Sep62017 , LATMLATM2017090621102 , LATMLATM2017090621102", News," Sep 6, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Sep 6, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1935659646?accountid=14496, A.1," Hispanic Americans , Aliens , Legislators , Immigration , Voter behavior , Political parties , Amnesties , California , United States--US , Cotton, Tom , Bush, George W"," TRUMP, DONALD J , DEFERRED ACTION FOR CHILDHOOD ARRIVALS (GOVERNMENT PROGRAM) , IMMIGRANTS , DEPORTATION , CONGRESS (U.S.) , REPUBLICAN PARTY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=TRUMP+ENDS+%27DREAMERS%27+PROGRAM%3B+ANALYSIS%3B+Republican+Party%27s+future+is+at+stake+too&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Decker%2C+Cathleen&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
College students at a crossroads,,1935668551,Newspapers," Svrluga, Susan
Svrluga
Susan
Susan Svrluga"," Congress
921120"," Copyright WP Company LLC d/b/a The Washington Post Sep 6, 2017"," WPXXWP20170906Collegestudentsatacrossroadsf95d7fd6 , WPXXWP20170906Collegestudentsatacrossroadsf95d7fd6 , 7653 , PQ_7653_Sep62017", News," Sep 6, 2017",0190-8286, English, English,," Washington, D.C.","Sep 6, 2017",The Washington Post,2017,https://search.proquest.com/docview/1935668551?accountid=14496, B.1," Immigration policy , Parents & parenting , Students , College campuses , Education , Learning , Graham, Donald E , Trump, Donald J , Guyana , United States--US , Sessions, Jeff , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=College+students+at+a+crossroads&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Svrluga%2C+Susan&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump May Leave Final Iran Nuclear Deal Decision to Congress,,1935670725,Newspapers," Gardiner, Harris
Harris
Harris Gardiner
Gardiner
Gardiner Harris , Sanger, David E
David
David E Sanger
Sanger
E
David E. Sanger"," United Nations--UN
928120 , Congress
921120"," Copyright New York Times Company Sep 6, 2017"," 105228-20170906 , 105228-20170906 , 7818 , PQ_7818_Sep62017", News," Sep 6, 2017",0362-4331, English, English, A.11," New York, N.Y.","Sep 6, 2017",New York Times,2017,https://search.proquest.com/docview/1935670725?accountid=14496, A.11," Agreements , Compliance , National security , Diplomatic & consular services , Speeches , Presidents , Sanctions , International relations-US , Foreign policy , North Korea , United States--US , Iran , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Trump+May+Leave+Final+Iran+Nuclear+Deal+Decision+to+Congress%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Gardiner%2C+Harris%3BSanger%2C+David+E&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Marching On Under a Cloud Of Frustration,,1935675349,Newspapers," Jordan, Miriam
Jordan
Miriam
Miriam Jordan"," Congress
921120"," Copyright New York Times Company Sep 6, 2017"," 041718-20170906 , 041718-20170906 , 7818 , PQ_7818_Sep62017", News," Sep 6, 2017",0362-4331, English, English, A.1," New York, N.Y.","Sep 6, 2017",New York Times,2017,https://search.proquest.com/docview/1935675349?accountid=14496, A.1," Civil disobedience , Young adults , Presidents , Colleges & universities , Demonstrations & protests , Graduate students , College students , Immigration policy , Deportation , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Marching+On+Under+a+Cloud+Of+Frustration%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. Ends Program Giving 'Dreamers' Legal Protection,,1935675384,Newspapers," Shear, Michael D
Shear
D
Michael
Michael D. Shear , Julie Hirschfeld Davis
Julie Hirschfeld Davis"," Facebook Inc
518210
519130 , Congress
921120"," Copyright New York Times Company Sep 6, 2017"," 930377-20170906 , 930377-20170906 , 7818 , PQ_7818_Sep62017", News," Sep 6, 2017",0362-4331, English, English, A.1," New York, N.Y.","Sep 6, 2017",New York Times,2017,https://search.proquest.com/docview/1935675384?accountid=14496, A.1," Immigration policy , Young adults , Presidents , Legislation , Deportation , Attorneys general , Aliens , Employment , Law , Amnesties , United States--US , Trump, Donald J , Sessions, Jeff",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=U.S.+Ends+Program+Giving+%27Dreamers%27+Legal+Protection%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Shear%2C+Michael+D%3BJulie+Hirschfeld+Davis&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Upward Mobility: Congress's Chance to Do Its Job and Solve the Dreamers' Dilemma,,1935682356,Newspapers," Riley, Jason L
Jason
Jason L Riley
Riley
L
Jason L. Riley"," Congress
921120 , Republican Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020170906ed960001i , DWJNJ000000020170906ed960001i , 7510 , PQ_7510_Sep62017"," Opinions , Commentary"," Sep 6, 2017",0099-9660, English, English, A.15," New York, N.Y.","Sep 6, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1935682356?accountid=14496, A.15," Aliens , Executive orders , Immigration policy , Labor shortages , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Upward+Mobility%3A+Congress%27s+Chance+to+Do+Its+Job+and+Solve+the+Dreamers%27+Dilemma&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Riley%2C+Jason+L&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Nafta Talks Lurch Ahead Without Much Progress,,1935683081,Newspapers," Rappeport, Alan
Rappeport
Alan
Alan Rappeport",," Copyright New York Times Company Sep 6, 2017"," 107611-20170906 , 107611-20170906 , 7818 , PQ_7818_Sep62017", News," Sep 6, 2017",0362-4331, English, English, A.18," New York, N.Y.","Sep 6, 2017",New York Times,2017,https://search.proquest.com/docview/1935683081?accountid=14496, A.18," North American Free Trade Agreement , Presidents , Trade negotiation , Trade relations , Mexico , United States--US , Canada",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Nafta+Talks+Lurch+Ahead+Without+Much+Progress%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Rappeport%2C+Alan&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
'Dreamers' Program Ended --- President calls for broader immigration legislation as he kills Obama-era policy,,1935683647,Newspapers," Meckler, Laura
Laura
Laura Meckler
Meckler
Laura Meckler"," Republican Party
813940 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020170906ed9600026 , DWJNJ000000020170906ed9600026 , 7510 , PQ_7510_Sep62017", News," Sep 6, 2017",0099-9660, English, English, A.1," New York, N.Y.","Sep 6, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1935683647?accountid=14496, A.1," Deportation , Enforcement , Federal legislation , Aliens , Immigration policy , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=%27Dreamers%27+Program+Ended+---+President+calls+for+broader+immigration+legislation+as+he+kills+Obama-era+policy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Meckler%2C+Laura&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump's Looming Trade Crack-Up,,1935684220,Newspapers," Zoellick, Robert B
Robert
Robert B Zoellick
Zoellick
B
Robert B. Zoellick"," European Union
926110
928120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020170906ed960001d , DWJNJ000000020170906ed960001d , 7510 , PQ_7510_Sep62017"," Opinions , Commentary"," Sep 6, 2017",0099-9660, English, English, A.15," New York, N.Y.","Sep 6, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1935684220?accountid=14496, A.15," North American Free Trade Agreement , Tariffs , Free trade , Trade policy , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Looming+Trade+Crack-Up&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Zoellick%2C+Robert+B&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Automation's Surprise Benefit: More Jobs --- E-commerce more than compensates for layoffs by traditional retailers,,1935709055,Newspapers," Ip, Greg
Ip
Greg
Greg Ip",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020170906ed9600021 , DWJNJ000000020170906ed9600021 , 7510 , PQ_7510_Sep62017", News," Sep 6, 2017",0099-9660, English, English, A.1," New York, N.Y.","Sep 6, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1935709055?accountid=14496, A.1," Wages & salaries , Layoffs , Automation , Retail stores , Productivity , Economic conditions , Employment , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Automation%27s+Surprise+Benefit%3A+More+Jobs+---+E-commerce+more+than+compensates+for+layoffs+by+traditional+retailers&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Ip%2C+Greg&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Dreamer Debacle,,1935709419,Newspapers,," Republican Party
813940 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020170906ed9600016 , DWJNJ000000020170906ed9600016 , 7510 , PQ_7510_Sep62017"," Opinions , Editorial"," Sep 6, 2017",0099-9660, English, English, A.14," New York, N.Y.","Sep 6, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1935709419?accountid=14496, A.14," Immigration policy , Injunctions , Young adults , Constitutional law , Federal court decisions , Aliens , Editorials , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Dreamer+Debacle&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
World-Wide,,1935709578,Newspapers,," Republican Party
813940 , Congress
921120 , Environmental Protection Agency--EPA
924110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020170906ed960002o , DWJNJ000000020170906ed960002o , 7510 , PQ_7510_Sep62017", News," Sep 6, 2017",0099-9660, English, English, A.1," New York, N.Y.","Sep 6, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1935709578?accountid=14496, A.1," Armed forces , Iran , North Korea , Brazil , Florida , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Dreaming and dealmaking: Turning a good idea into law,,1935728671,Newspapers,," Congress
921120 , Microsoft Corp
334614
511210 , Democratic Party
813940 , Republican Party
813940"," Copyright Tribune Interactive, LLC Sep 6, 2017"," 7684 , PQ_7684_Sep62017 , TRIBTRIB2017090620170905307331278 , TRIBTRIB2017090620170905307331278", Editorial," Sep 6, 2017",1085-6706, English, English,," Chicago, Ill.","Sep 6, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1935728671?accountid=14496, 20," Immigration policy , Tax reform , Political campaigns , Presidents , Aliens , Trump, Donald J , McConnell, Mitch , United States--US , Ryan, Paul , Obama, Barack", EDITORIAL,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Dreaming+and+dealmaking%3A+Turning+a+good+idea+into+law&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=20&amp;au=&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump DACA decision 'rips it all away',,1935728837,Newspapers," King, Laura
King
Laura
Laura King , Carcamo, Cindy
Carcamo
Cindy
Cindy Carcamo , Washington
Washington
Washington , York
York
York
York , Houston,
Houston, , Washington
Washington
Washington"," Congress
921120 , Reading Area Community College
611310 , Johns Hopkins University
611310"," Copyright Tribune Interactive, LLC Sep 6, 2017"," 7684 , PQ_7684_Sep62017 , TRIBTRIB2017090620170905307331343 , TRIBTRIB2017090620170905307331343", News," Sep 6, 2017",1085-6706, English, English,," Chicago, Ill.","Sep 6, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1935728837?accountid=14496, 15," Deportation , Political campaigns , Presidents , Demonstrations & protests , Baltimore Maryland , Trump, Donald J , Texas , Mexico , New York , United States--US , Sessions, Jeff , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Trump+DACA+decision+%27rips+it+all+away%27%3A+Participants+take+to+streets%3B+advocacy+groups+decry+move&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=15&amp;au=King%2C+Laura%3BCarcamo%2C+Cindy%3BWashington%3BYork%3BHouston%2C&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump ends DACA,,1935728884,Newspapers," Vikki Ortiz Healy
Vikki Ortiz Healy"," Congress
921120 , Morton College
611310"," Copyright Tribune Interactive, LLC Sep 6, 2017"," 7684 , PQ_7684_Sep62017 , TRIBTRIB2017090620170905307331355 , TRIBTRIB2017090620170905307331355", News," Sep 6, 2017",1085-6706, English, English,," Chicago, Ill.","Sep 6, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1935728884?accountid=14496, 1," Immigration policy , Parents & parenting , Demonstrations & protests , Aliens , Federal legislation , Mexico , Chicago Illinois , United States--US , Sessions, Jeff",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Trump+ends+DACA%3A+Chicago-area+recipients%2C+advocates+get+to+work+on+protection+strategies&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=1&amp;au=Vikki+Ortiz+Healy&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Pritzker camp: Donation not tied to grant,,1935728975,Newspapers," Heinzmann, David
David
David Heinzmann
Heinzmann
David Heinzmann , Lighty, Todd
Todd
Todd Lighty
Lighty
Todd Lighty"," Democratic Party
813940"," Copyright Tribune Interactive, LLC Sep 6, 2017"," 7684 , PQ_7684_Sep62017 , TRIBTRIB2017090620170905307331347 , TRIBTRIB2017090620170905307331347", News," Sep 6, 2017",1085-6706, English, English,," Chicago, Ill.","Sep 6, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1935728975?accountid=14496, 1," Campaign contributions , Political appointments , Governors , Politics , Chicago Illinois , Illinois",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Pritzker+camp%3A+Donation+not+tied+to+grant%3A+Billionaire+boosted+Blagojevich+fund%3B+museum+got+%241M&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=1&amp;au=Heinzmann%2C+David%3BLighty%2C+Todd&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Experts: Trump's DACA action to face challenges,,1935729045,Newspapers," Savage, David G
Savage
G
David
David G Savage",," Copyright Tribune Interactive, LLC Sep 6, 2017"," 7684 , PQ_7684_Sep62017 , TRIBTRIB2017090620170905307331358 , TRIBTRIB2017090620170905307331358", News," Sep 6, 2017",1085-6706, English, English,," Chicago, Ill.","Sep 6, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1935729045?accountid=14496, 15," Immigration policy , Attorneys , Political campaigns , Federal court decisions , Aliens , Litigation , Trump, Donald J , Mexico , Texas , New York , United States--US , Sessions, Jeff , Batalla Vidal, Martin , California , Los Angeles California , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Experts%3A+Trump%27s+DACA+action+to+face+challenges&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=15&amp;au=Savage%2C+David+G&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump didn't have nerve to make the DACA announcement himself,,1935729332,Newspapers," Rubin, Jennifer
Jennifer
Jennifer Rubin
Rubin
Jennifer Rubin"," Congress
921120 , Democratic Party
813940"," Copyright Tribune Interactive, LLC Sep 6, 2017"," 7684 , PQ_7684_Sep62017 , TRIBTRIB2017090620170905307331283 , TRIBTRIB2017090620170905307331283", News," Sep 6, 2017",1085-6706, English, English,," Chicago, Ill.","Sep 6, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1935729332?accountid=14496, 22," Immigration policy , Legislation , Deportation , Attorneys general , Aliens , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Trump+didn%27t+have+nerve+to+make+the+DACA+announcement+himself&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=22&amp;au=Rubin%2C+Jennifer&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
DACA decision ratchets up anxiety,,1935729485,Newspapers," Elejalde-Ruiz, Alexia
Elejalde-Ruiz
Alexia
Alexia Elejalde-Ruiz"," Congress
921120 , Microsoft Corp
334614
511210 , Department of Homeland Security
922120 , Center for American Progress
541720
813940"," Copyright Tribune Interactive, LLC Sep 6, 2017"," 7684 , PQ_7684_Sep62017 , TRIBTRIB2017090620170905307331271 , TRIBTRIB2017090620170905307331271", News," Sep 6, 2017",1085-6706, English, English,," Chicago, Ill.","Sep 6, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1935729485?accountid=14496, 1," Deportation , Permits , Employees , Restaurants , Presidents , Anxieties , Entrepreneurs , Employment , Aliens , Startups , Immigration , Gross Domestic Product--GDP , Employers , Social security , Mexico , Chicago Illinois , United States--US , Venezuela , Illinois , Sessions, Jeff , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=DACA+decision+ratchets+up+anxiety%3A+Young+immigrants%2C+Illinois+business+community+face+an+uncertain+future&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-09-06&amp;volume=&amp;issue=&amp;spage=1&amp;au=Elejalde-Ruiz%2C+Alexia&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
