Title,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
"Storm of criticism engulfs Kelly; Facing outcry over his support for an accused abuser, he sheds his image as calming force in the White House.",1999445940,Newspapers," Bierman, Noah
Noah
Noah Bierman
Bierman
Noah Bierman , Bennett, Brian
Brian
Brian Bennett
Bennett
Brian Bennett"," Fox News Channel
515120 , Southern Command-US
928110 , Centers for Disease Control & Prevention--CDC
923120 , Guantanamo Bay Naval Base
928110 , Senate
921120 , Associated Press
519110 , Congressional Hispanic Caucus
921120 , Federal Bureau of Investigation--FBI
922120"," Copyright Los Angeles Times Feb 9, 2018"," 7683 , PQ_7683_Feb92018 , LATMLATM201802093161 , LATMLATM201802093161", News," Feb 9, 2018",0458-3035, English, English, A.11," Los Angeles, Calif.","Feb 9, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/1999445940?accountid=14496, A.11," Presidents , Advisors , Reputations , Resignations , National security , Political campaigns , Harris, Kamala , Trump, Donald J , Fitzgerald, Brenda , Florida , Asia , Mexico , Priebus, Reince , United States--US , Mueller, Robert S III , Price, Tom , Cuba , Kelly, John F , Scaramucci, Anthony"," KELLY, JOHN F , WHITE HOUSE CHIEF OF STAFF , POLITICAL AIDES , DOMESTIC VIOLENCE , DEFERRED ACTION FOR CHILDHOOD ARRIVALS (GOVERNMENT PROGRAM) , STEREOTYPES , CRITICISM",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Storm+of+criticism+engulfs+Kelly%3B+Facing+outcry+over+his+support+for+an+accused+abuser%2C+he+sheds+his+image+as+calming+force+in+the+White+House.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Bierman%2C+Noah%3BBennett%2C+Brian&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Budget deal teetering as deadline nears; With hours left to avert a shutdown, objections from both parties in Congress threaten compromise.",1999446152,Newspapers," Mascaro, Lisa
Lisa
Lisa Mascaro
Mascaro
Lisa Mascaro"," Republican Party
813940 , National Institutes of Health
923120 , Congress
921120 , Senate
921120 , Democratic Party
813940"," Copyright Los Angeles Times Feb 9, 2018"," 7683 , PQ_7683_Feb92018 , LATMLATM201802093159 , LATMLATM201802093159", News," Feb 9, 2018",0458-3035, English, English, A.1," Los Angeles, Calif.","Feb 9, 2018",Los Angeles Times,2018,https://search.proquest.com/docview/1999446152?accountid=14496, A.1," Deportation , Federal budget , Bills , Aliens , Immigration policy , Appropriations , National debt , Politics , Political leadership , Government spending , Federal government , Shutdowns , Trump, Donald J , Pelosi, Nancy , Gutierrez, Luis V , Schumer, Charles E , McConnell, Mitch , Paul, Rand , United States--US"," DEMOCRATIC PARTY , REPUBLICAN PARTY , CONGRESS (U.S.) , BUDGET , GOVERNMENT SPENDING , LEGISLATION , IMMIGRATION , FEDERAL DEFICIT , CONGRESSIONAL ELECTIONS (2018)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Budget+deal+teetering+as+deadline+nears%3B+With+hours+left+to+avert+a+shutdown%2C+objections+from+both+parties+in+Congress+threaten+compromise.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Mascaro%2C+Lisa&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
What's On Friday,1999450447,Newspapers," Chow, Andrew R
Andrew
Andrew R Chow
Chow
R
Andrew R. Chow"," Senate
921120 , Netflix Inc
512120
518210
532230"," Copyright New York Times Company Feb 9, 2018"," 255459-20180209 , 255459-20180209 , 7818 , PQ_7818_Feb92018______", Schedule," Feb 9, 2018",0362-4331, English, English, C.13," New York, N.Y.","Feb 9, 2018",New York Times,2018,https://search.proquest.com/docview/1999450447?accountid=14496, C.13," Women , Documentary films , Trump, Donald J , Silicon Valley-California , Cosby, Bill , United States--US , New York , Kimmel, Jimmy , Parker, Sarah Jessica , Nyong o, Lupita , Murphy, Eddie , Middleditch, Thomas , Stewart, Jon",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=What%27s+On+Friday%3A+%5BSchedule%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=C.13&amp;au=Chow%2C+Andrew+R&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A War on the Rich Won't Help the Poor,1999470895,Newspapers," Henderson, David R
David
David R Henderson
Henderson
R
David R. Henderson"," Hoover Institution on War Revolution & Peace
541720 , United Nations--UN
928120 , Center for Global Development
541720
813319 , Oxfam GB
813219 , Wal-Mart Stores Inc
452112
452910"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180209ee2900016 , DWJNJ000000020180209ee2900016 , 7510 , PQ_7510_Feb92018______"," Opinions , Commentary"," Feb 9, 2018",0099-9660, English, English, A.15," New York, N.Y.","Feb 9, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/1999470895?accountid=14496, A.15," Tax rates , Taxes , Income inequality , Wealth , Cost reduction , Tax increases , Greece , United States--US , Smith, Adam",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=A+War+on+the+Rich+Won%27t+Help+the+Poor&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Henderson%2C+David+R&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Canada Rides Tech Wave --- Aim is to attract investment from big firms but retain homegrown talent,1999471223,Newspapers," George-Cosh, David
David
David George-Cosh
George-Cosh
David George-Cosh"," Uber Technologies Inc
511210
518210 , Thomson Reuters
511110
511140 , AppDirect
511210 , University of Toronto
611310 , University of Montreal
611310 , Amazon.com Inc
334310
454111
518210 , Facebook Inc
518210
519130 , eBay Inc
454112 , University of Waterloo
611310 , Sidewalk Labs
518210 , Alphabet Inc
551114 , Microsoft Corp
334614
511210 , Salesforce.com Inc
511140
511210
541613 , Google Inc
334310
519130"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020180209ee290000s , DWJNJ000000020180209ee290000s , 7510 , PQ_7510_Feb92018______", News," Feb 9, 2018",0099-9660, English, English, B.4," New York, N.Y.","Feb 9, 2018",Wall Street Journal,2018,https://search.proquest.com/docview/1999471223?accountid=14496, B.4," Research , Startups , High tech industries , Ride sharing services , Studies , Montreal Quebec Canada , Canada , United Kingdom--UK , Bezos, Jeffrey , Hinton, Geoffrey , Silicon Valley-California , United States--US , Trudeau, Justin , California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Canada+Rides+Tech+Wave+---+Aim+is+to+attract+investment+from+big+firms+but+retain+homegrown+talent&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=George-Cosh%2C+David&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Journalists in Mexico flee for their lives,1999517455,Newspapers," Linthicum, Kate
Kate
Kate Linthicum
Linthicum
Kate Linthicum"," Board of Immigration Appeals
928120 , Los Angeles Times
511110"," Copyright Tribune Interactive, LLC Feb 9, 2018"," 7684 , PQ_7684_Feb92018 , TRIBTRIB2018020920180208328007976 , TRIBTRIB2018020920180208328007976", News," Feb 9, 2018",1085-6706, English, English,," Chicago, Ill.","Feb 9, 2018",Chicago Tribune,2018,https://search.proquest.com/docview/1999517455?accountid=14496, 13," Journalism , Detention centers , Journalists , Awards & honors , Trump, Donald J , Texas , Mexico , Los Angeles California , United States--US , Syria , Baja California Mexico",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Journalists+in+Mexico+flee+for+their+lives%3A+Government+protection+only+goes+so+far+when+they%27re+after+you&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=13&amp;au=Linthicum%2C+Kate&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
NEWS BRIEFING,1999517892,Newspapers," Staff
Staff"," Yellowstone National Park
712190 , Department of Homeland Security
922120 , Michigan State University
611310 , International Criminal Court
922110
928120"," Copyright Tribune Interactive, LLC Feb 9, 2018"," 7684 , PQ_7684_Feb92018 , TRIBTRIB2018020920180208328007980 , TRIBTRIB2018020920180208328007980", News," Feb 9, 2018",1085-6706, English, English,," Chicago, Ill.","Feb 9, 2018",Chicago Tribune,2018,https://search.proquest.com/docview/1999517892?accountid=14496, 13," Indictments , Sex crimes , Immigration , Deportation , Trials , Genetic engineering , Earthquakes , Murders & murder attempts , Bangladesh , Stabenow, Debbie , Brazil , Rio de Janeiro Brazil , Michigan , Texas , Mexico , Netherlands , Montana , United States--US , Venezuela , Philippines , Kansas , Duterte, Rodrigo R , North Carolina , Taiwan",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=NEWS+BRIEFING&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=13&amp;au=Staff&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Duckworth trying to help green-card vet,1999517964,Newspapers," Pashman, Manya Brachear
Manya
Manya Brachear Pashman
Pashman
Brachear
Manya Brachear Pashman"," United Nations--UN
928120 , Bureau of Immigration & Customs Enforcement
921130 , Twitter Inc
519130 , Congress
921120 , Department of the Army"," Copyright Tribune Interactive, LLC Feb 9, 2018"," 7684 , PQ_7684_Feb92018 , TRIBTRIB2018020920180208328007962 , TRIBTRIB2018020920180208328007962", News," Feb 9, 2018",1085-6706, English, English,," Chicago, Ill.","Feb 9, 2018",Chicago Tribune,2018,https://search.proquest.com/docview/1999517964?accountid=14496, 4," Military service , Veterans , Citizenship , Armed forces , Immigration policy , Deportation , Bills , Criminal sentences , Chicago Illinois , Wisconsin , Alaska , Young, Don , Afghanistan , Rush, Bobby L , Texas , Mexico , Duckworth, Tammy , United States--US , Illinois , Rauner, Bruce , Gonzalez, Vicente",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Duckworth+trying+to+help+green-card+vet%3A+Bill+would+stall+deportation%3B+Perez+keeps+up+hunger+strike&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=4&amp;au=Pashman%2C+Manya+Brachear&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Trump Signs Budget Deal, Stopgap Spending Bill to End Shutdown; A coalition of centrist House Republicans and Democrats combined to end the year's second government shutdown",1999535161,Newspapers," Peterson, Kristina
Kristina
Kristina Peterson
Peterson
Kristina Peterson; Natalie Andrews , Andrews, Natalie
Natalie
Natalie Andrews
Andrews"," Senate
921120"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180209000020180209ee29001b9 , WSJOWSJO20180209000020180209ee29001b9 , 117310 , PQ_117310_Feb92018______", News," Feb 9, 2018",, English, English, n/a," New York, N.Y.","Feb 9, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/1999535161?accountid=14496, n/a," Budgets , Bills , Immigration , Trump, Donald J , Texas , United States--US , Ohio , Kentucky",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump+Signs+Budget+Deal%2C+Stopgap+Spending+Bill+to+End+Shutdown%3B+A+coalition+of+centrist+House+Republicans+and+Democrats+combined+to+end+the+year%27s+second+government+shutdown&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Peterson%2C+Kristina%3BAndrews%2C+Natalie&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"The 10-Point. A personal, guided tour to the best scoops and stories every day in The Wall Street Journal, from Editor in Chief Gerard Baker.",1999550808,Newspapers," Baker, Gerard
Gerard
Gerard Baker
Baker
Gerard Baker"," Wall Street Journal
511110 , Qualcomm Inc
334220
511210 , Congress
921120 , Twitter Inc
519130 , Senate
921120"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180209000020180209ee29001md , WSJOWSJO20180209000020180209ee29001md , 117310 , PQ_117310_Feb92018______", News," Feb 9, 2018",, English, English, n/a," New York, N.Y.","Feb 9, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/1999550808?accountid=14496, n/a," Federal budget , Chocolate , Dow Jones averages , Immigration , Olympic games , Budget deficits , Stock exchanges , Volatility , Bangladesh , Trump, Donald J , Syria , Asia , Europe , South Korea , Paul, Rand , Waters, Muddy , New York , United States--US , Louis XIV, King of France (1638-1715) , Arizona , Illinois , China , Tennessee , Myanmar (Burma) , Norway",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+10-Point.+A+personal%2C+guided+tour+to+the+best+scoops+and+stories+every+day+in+The+Wall+Street+Journal%2C+from+Editor+in+Chief+Gerard+Baker.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Baker%2C+Gerard&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Bipartisan Budget Deal Reveals Fissures for Both Parties; Legislation sparks furor among key Republican and Democratic constituencies that may linger for midterm elections,1999815677,Newspapers," Hook, Janet
Janet
Janet Hook
Hook
Janet Hook; Siobhan Hughes , Hughes, Siobhan
Siobhan
Siobhan Hughes
Hughes"," Republican Party
813940 , Congress
921120 , Democracy for America
813940 , Senate
921120 , American Civil Liberties Union--ACLU
541110
813311"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180209000020180209ee29006bu , WSJOWSJO20180209000020180209ee29006bu , 117310 , PQ_117310_Feb92018______", News," Feb 9, 2018",, English, English, n/a," New York, N.Y.","Feb 9, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/1999815677?accountid=14496, n/a," Immigration policy , Federal budget , National debt , Bills , Political leadership , Funding , Political parties , Aliens , Martin, Jenny Beth , United States--US , Ohio , Pelosi, Nancy , Labrador, Raul R , Idaho , McConnell, Mitch , Gaetz, Matt , Reed, Tom , Ryan, Paul , Paul, Rand , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Bipartisan+Budget+Deal+Reveals+Fissures+for+Both+Parties%3B+Legislation+sparks+furor+among+key+Republican+and+Democratic+constituencies+that+may+linger+for+midterm+elections&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Hook%2C+Janet%3BHughes%2C+Siobhan&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Lessons of a Bipartisan Budget Blowout; A short-term political victory at a long-term spending price.,1999815812,Newspapers," The Editorial Board
The Editorial Board"," Senate
921120 , Republican Party
813940 , Congress
921120 , Congressional Budget Office--CBO
921120"," (c) 2018 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20180210000020180210ee2a0002t , WSJOWSJO20180210000020180210ee2a0002t , 117310 , PQ_117310_Feb102018______"," Opinions , Editorial"," Feb 10, 2018",, English, English, n/a," New York, N.Y.","Feb 10, 2018",Wall Street Journal (Online),2018,https://search.proquest.com/docview/1999815812?accountid=14496, n/a," Budgets , Cost estimates , Bills , Editorials , Reagan, Ronald Wilson , United States--US , Pelosi, Nancy , Kentucky , Paul, Rand , Ryan, Paul",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Lessons+of+a+Bipartisan+Budget+Blowout%3B+A+short-term+political+victory+at+a+long-term+spending+price.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2018-02-10&amp;volume=&amp;issue=&amp;spage=&amp;au=The+Editorial+Board&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Routes from Africa to PyeongChang? More than expected but none direct.,1999870263,Newspapers," Culpepper, Chuck
Culpepper
Chuck
Chuck Culpepper"," Twitter Inc
519130"," Copyright WP Company LLC d/b/a The Washington Post Feb 10, 2018"," WPXXWP20180210RoutesfromAfricatoPyeongChangMorethanexp401bdbde , WPXXWP20180210RoutesfromAfricatoPyeongChangMorethanexp401bdbde , 7653 , PQ_7653_Feb102018______", News," Feb 10, 2018",0190-8286, English, English,," Washington, D.C.","Feb 10, 2018",The Washington Post,2018,https://search.proquest.com/docview/1999870263?accountid=14496, D.1," Olympic games , Scholarships & fellowships , Switzerland , Spain , Netherlands , United States--US , Kenya , Eritrea , Maine , Arizona , Germany , Singapore , Australia , Africa , Madagascar , Vonn, Lindsey , Ghana , Togo , Vermont , Cruyff, Johan , Europe , Utah , South Korea , Morocco",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Routes+from+Africa+to+PyeongChang%3F+More+than+expected+but+none+direct.&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-02-10&amp;volume=&amp;issue=&amp;spage=D.1&amp;au=Culpepper%2C+Chuck&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Muslims, evangelicals meet to show unity is possible",1999871410,Newspapers," Boorstein, Michelle
Boorstein
Michelle
Michelle Boorstein",," Copyright WP Company LLC d/b/a The Washington Post Feb 10, 2018"," WPXXWP20180210Muslimsevangelicalsmeettoshowunityisposs90ce4d64 , WPXXWP20180210Muslimsevangelicalsmeettoshowunityisposs90ce4d64 , 7653 , PQ_7653_Feb102018______", News," Feb 10, 2018",0190-8286, English, English,," Washington, D.C.","Feb 10, 2018",The Washington Post,2018,https://search.proquest.com/docview/1999871410?accountid=14496, B.2," Clergy , Islam , Faith , Religion , Christians , Evangelicalism , Muslims , Christianity , Abu Dhabi United Arab Emirates , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Muslims%2C+evangelicals+meet+to+show+unity+is+possible&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-02-10&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Boorstein%2C+Michelle&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Spending plan ends era of government restraint,1999871536,Newspapers," Long, Heather
Long
Heather
Heather Long , Stein, Jeff
Stein
Jeff
Jeff Stein , Jaffe, Greg
Jaffe
Greg
Greg Jaffe"," Congress
921120 , Department of Defense
928110"," Copyright WP Company LLC d/b/a The Washington Post Feb 10, 2018"," WPXXWP20180210Spendingplanendseraofgovernmentrestraintcefb1e72 , WPXXWP20180210Spendingplanendseraofgovernmentrestraintcefb1e72 , 7653 , PQ_7653_Feb102018______", News," Feb 10, 2018",0190-8286, English, English,," Washington, D.C.","Feb 10, 2018",The Washington Post,2018,https://search.proquest.com/docview/1999871536?accountid=14496, A.1," Federal budget , Defense contracts , Budget deficits , Funding , Legislators , Medicaid , Medical research , Disaster relief , Legislation , Lobbyists , Factories , Infrastructure , Armed forces , National debt , Government spending , United States--US , Puerto Rico",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Spending+plan+ends+era+of+government+restraint&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-02-10&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Long%2C+Heather%3BStein%2C+Jeff%3BJaffe%2C+Greg&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Judge bashed by Trump questions rush for wall,1999871815,Newspapers," Popescu, Roxana
Popescu
Roxana
Roxana Popescu , Miroff, Nick
Miroff
Nick
Nick Miroff"," Center for Biological Diversity
813312 , CNN
515210 , Congress
921120 , Department of Homeland Security
922120 , Trump Entrepreneur Initiative
611410"," Copyright WP Company LLC d/b/a The Washington Post Feb 10, 2018"," WPXXWP20180210JudgebashedbyTrumpquestionsrushforwallb99ac778 , WPXXWP20180210JudgebashedbyTrumpquestionsrushforwallb99ac778 , 7653 , PQ_7653_Feb102018______", News," Feb 10, 2018",0190-8286, English, English,," Washington, D.C.","Feb 10, 2018",The Washington Post,2018,https://search.proquest.com/docview/1999871815?accountid=14496, A.3," National security , Border security , Political campaigns , Presidential elections , Trump, Donald J , Mexico , Indiana , United States--US , Arizona , California , Gulf of Mexico , Rio Grande",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Judge+bashed+by+Trump+questions+rush+for+wall&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2018-02-10&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Popescu%2C+Roxana%3BMiroff%2C+Nick&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. Spies Paid Russian Peddling Trump Secrets,1999879832,Newspapers," Rosenberg, Matthew
Matthew
Matthew Rosenberg
Rosenberg
Matthew Rosenberg"," Twitter Inc
519130 , National Security Agency
928110"," Copyright New York Times Company Feb 10, 2018"," 306096-20180210 , 306096-20180210 , 7818 , PQ_7818_Feb102018______", News," Feb 10, 2018",0362-4331, English, English, A.1," New York, N.Y.","Feb 10, 2018",New York Times,2018,https://search.proquest.com/docview/1999879832?accountid=14496, A.1," Social networks , Security services , National security , Immunity from prosecution , Russia , United States--US , Germany , Europe , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=U.S.+Spies+Paid+Russian+Peddling+Trump+Secrets%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-02-10&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Rosenberg%2C+Matthew&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Judges Nationwide Are Digging In Their Heels and Delaying Deportations,1999884677,Newspapers," Robbins, Liz
Liz
Liz Robbins
Robbins
Liz Robbins"," American Civil Liberties Union--ACLU
541110
813311 , New York Times Co
511110
511120
515112
515120 , United Nations--UN
928120 , Bureau of Immigration & Customs Enforcement
921130 , Twitter Inc
519130"," Copyright New York Times Company Feb 10, 2018"," 283002-20180210 , 283002-20180210 , 7818 , PQ_7818_Feb102018______", News," Feb 10, 2018",0362-4331, English, English, A.16," New York, N.Y.","Feb 10, 2018",New York Times,2018,https://search.proquest.com/docview/1999884677?accountid=14496, A.16," Presidents , Court hearings & proceedings , Convictions , Immigration policy , Deportation , Enforcement , Jurisdiction , Christians , Federal court decisions , Aliens , Judges & magistrates , Iraq , Detroit Michigan , Ragbir, Ravi , New Jersey , Forrest, Katherine B , Carney, Cormac , Bush, George W , Obama, Barack , New Hampshire , United States--US , New York , Robbins, Liz , Clinton, Bill , Los Angeles California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Judges+Nationwide+Are+Digging+In+Their+Heels+and+Delaying+Deportations%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2018-02-10&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Robbins%2C+Liz&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
