Title,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
Virginia Is For Haters,1948896506,Newspapers," Krugman, Paul
Krugman
Paul
Paul Krugman",," Copyright New York Times Company Oct 10, 2017"," 872059-20171010 , 872059-20171010 , 7818 , PQ_7818_Oct102017______", Commentary," Oct 10, 2017",0362-4331, English, English, A.27," New York, N.Y.","Oct 10, 2017",New York Times,2017,https://search.proquest.com/docview/1948896506?accountid=14496, A.27," Social networks , Local elections , Political activism , White supremacists , Voter behavior , Political parties , Health care policy , Public health , Political campaigns , Patient Protection & Affordable Care Act 2010-US , Reforms , United States--US , Virginia , Trump, Donald J , Charlottesville Virginia , Gillespie, Ed , Northam, Ralph",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Virginia+Is+For+Haters%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=A.27&amp;au=Krugman%2C+Paul&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Must Fixing U.S. Health Care Come at a Cost to Innovation?,1948898793,Newspapers," Carroll, Aaron E
Carroll
E
Aaron
Aaron E. Carroll , Austin Frakt
Austin Frakt"," Northwestern University
611310"," Copyright New York Times Company Oct 10, 2017"," 806226-20171010 , 806226-20171010 , 7818 , PQ_7818_Oct102017______", News," Oct 10, 2017",0362-4331, English, English, B.2," New York, N.Y.","Oct 10, 2017",New York Times,2017,https://search.proquest.com/docview/1948898793?accountid=14496, B.2," Insurance coverage , Cardiovascular disease , Clinical trials , Innovations , Life expectancy , Medicare , Prescription drugs , Health care policy , Research & development--R&D , United States--US , France",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Must+Fixing+U.S.+Health+Care+Come+at+a+Cost+to+Innovation%3F%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Carroll%2C+Aaron+E%3BAustin+Frakt&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Immigration Plan Imperils Talks to Aid 'Dreamers',1948903793,Newspapers," Meckler, Laura
Laura
Laura Meckler
Meckler
Laura Meckler"," Republican Party
813940 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020171010edaa00023 , DWJNJ000000020171010edaa00023 , 7510 , PQ_7510_Oct102017______", News," Oct 10, 2017",0099-9660, English, English, A.4," New York, N.Y.","Oct 10, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1948903793?accountid=14496, A.4," Immigration policy , Political leadership , Federal legislation , Trump, Donald J , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Immigration+Plan+Imperils+Talks+to+Aid+%27Dreamers%27&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Meckler%2C+Laura&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S. News --- CAPITAL JOURNAL: Donald Trump, a President Without a Party",1948903863,Newspapers," Seib, Gerald F
Gerald
Gerald F Seib
Seib
F
Gerald F. Seib"," Republican Party
813940 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020171010edaa0001c , DWJNJ000000020171010edaa0001c , 7510 , PQ_7510_Oct102017______"," Opinions , Commentary"," Oct 10, 2017",0099-9660, English, English, A.4," New York, N.Y.","Oct 10, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1948903863?accountid=14496, A.4," Political leadership , Political parties , International relations , Presidents , Professional relationships , Legislators , Corker, Bob , United States--US , McCain, John , Trump, Donald J , Bannon, Stephen K",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News+---+CAPITAL+JOURNAL%3A+Donald+Trump%2C+a+President+Without+a+Party&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Seib%2C+Gerald+F&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
World-Wide,1948904166,Newspapers,," Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020171010edaa0002k , DWJNJ000000020171010edaa0002k , 7510 , PQ_7510_Oct102017______", News," Oct 10, 2017",0099-9660, English, English, A.1," New York, N.Y.","Oct 10, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1948904166?accountid=14496, A.1," Northern California , California , Turkey , United States--US , Las Vegas Nevada , United Kingdom--UK",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Immigration Bait and Switch,1948904188,Newspapers,," Republican Party
813940 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," DWJNJ000000020171010edaa0000p , DWJNJ000000020171010edaa0000p , 7510 , PQ_7510_Oct102017______"," Opinions , Editorial"," Oct 10, 2017",0099-9660, English, English, A.20," New York, N.Y.","Oct 10, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1948904188?accountid=14496, A.20," Immigration policy , Border patrol , Aliens , Border security , Editorials , Mexico , United States--US , Canada",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigration+Bait+and+Switch&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
All-digital archive raises questions,1949001163,Newspapers," Bowean, Lolly
Bowean
Lolly
Lolly Bowean"," Chicago State University
611310 , University of Chicago
611310 , University of Illinois at Chicago
611310"," Copyright Tribune Interactive, LLC Oct 10, 2017"," 7684 , PQ_7684_Oct102017 , TRIBTRIB2017101020171009311885942 , TRIBTRIB2017101020171009311885942", News," Oct 10, 2017",1085-6706, English, English,," Chicago, Ill.","Oct 10, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1949001163?accountid=14496, 1," Research , American history , Students , Government archives , Academic libraries , Digital archives , Historians , Researchers , Speeches , Presidents , Cultural heritage , Archivists , Chicago Illinois , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=All-digital+archive+raises+questions%3A+Will+scholars+visit+Obama+center+if+it+doesn%27t+have+records%3F&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=1&amp;au=Bowean%2C+Lolly&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
DACA backers aim to reach president,1949001878,Newspapers," Bennett, Brian
Brian
Brian Bennett
Bennett
Brian Bennett , Mascaro, Lisa
Lisa
Lisa Mascaro
Mascaro
Lisa Mascaro"," Congress
921120 , Republican Party
813940"," Copyright Tribune Interactive, LLC Oct 10, 2017"," 7684 , PQ_7684_Oct102017 , TRIBTRIB2017101020171009311885904 , TRIBTRIB2017101020171009311885904", News," Oct 10, 2017",1085-6706, English, English,," Chicago, Ill.","Oct 10, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1949001878?accountid=14496, 7," Immigration policy , Presidents , Deportation , Proposals , Aliens , Legislators , Trump, Donald J , United States--US , Sessions, Jeff",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=DACA+backers+aim+to+reach+president%3A+Accord+possible+if+Trump+softens+stance&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=7&amp;au=Bennett%2C+Brian%3BMascaro%2C+Lisa&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
President Trump Could Win With the Dreamers; Immigration could be an opportunity for success where past administrations have failed.,1949328091,Newspapers," Riley, Jason L
Jason
Jason L Riley
Riley
L
Jason L. Riley"," Time Inc
511120 , Congress
921120 , NBC News Channel
515120 , Republican Party
813940 , Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20171010000020171010edaa006bt , WSJOWSJO20171010000020171010edaa006bt , 117310 , PQ_117310_Oct102017______", News," Oct 10, 2017",, English, English, n/a," New York, N.Y.","Oct 10, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1949328091?accountid=14496, n/a," Polls & surveys , Presidents , Deportation , Leadership , Aliens , Immigration , Voter behavior , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=President+Trump+Could+Win+With+the+Dreamers%3B+Immigration+could+be+an+opportunity+for+success+where+past+administrations+have+failed.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=&amp;au=Riley%2C+Jason+L&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Cash infusion is sought for troubled 2020 Census effort,1949430625,Newspapers," Scherer, Michael
Scherer
Michael
Michael Scherer , Bahrampour, Tara
Bahrampour
Tara
Tara Bahrampour"," Congress
921120 , Bureau of the Census
926110 , Republican Party
813940"," Copyright WP Company LLC d/b/a The Washington Post Oct 11, 2017"," WPXXWP20171011Cashinfusionissoughtfortroubled2020Censu76df44be , WPXXWP20171011Cashinfusionissoughtfortroubled2020Censu76df44be , 7653 , PQ_7653_Oct112017______", News," Oct 11, 2017",0190-8286, English, English,," Washington, D.C.","Oct 11, 2017",The Washington Post,2017,https://search.proquest.com/docview/1949430625?accountid=14496, A.8," Community , Minority & ethnic groups , Bills , Planning , Political advertising , Census of Population , Cost control , Congressional committees , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Cash+infusion+is+sought+for+troubled+2020+Census+effort&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-10-11&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Scherer%2C+Michael%3BBahrampour%2C+Tara&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
